_id,pin,number,total_amount
6911899,0342L00290000000,4,1074.81
6911900,0342L00291000000,34,27370.89
6911901,0342L00321000000,2,3234
6911902,0342L00372000000,2,1924.73
6911903,0342M00022000000,1,997.48
6911904,0342M00036000000,1,160.46
6911905,0342M00041000000,1,2517.98
6911906,0342M00049000000,126,6701.08
6911907,0342M00262000000,38,6318.55
6911908,0342M00298000000,71,7744.88
6911909,0342M00319000000,1,85.65
6911910,0342N00009000000,5,3302.03
6911911,0342N00024000000,132,14754.07
6911912,0342N00106000000,101,755.05
6911913,0342N00172000000,1,466.25
6911914,0342N00182000000,6,2723.14
6911915,0342N00227000000,6,2501.86
6911916,0342N00229000000,1,94.6
6911917,0342N00233000000,1,1055.41
6911918,0342N00239000000,1,717.5
6911919,0342N00267000000,2,1451.3
6911920,0342N00274000000,3,6562.77
6911921,0342N00302000000,1,129
6911922,0342N00303000000,1,125.6
6911923,0342N00323000000,8,9449.32
6911924,0342N00335000000,10,14164.08
6911925,0342N00354000000,18,13762.07
6911926,0342N00364000000,2,1001.73
6911927,0342N00392000000,1,255.42
6911928,0342P00009000000,1,726.88
6911929,0342P00016000000,22,5581.11
6911930,0342P00018000000,1,699.12
6911931,0342P00023000000,6,8462.28
6911932,0342P00031000000,1,1.31
6911933,0342P00063000000,54,12340.81
6911934,0342P00065000000,14,5639.25
6911935,0342P00084000000,76,13489.68
6911936,0342P00090000000,85,19276.87
6911937,0342P00092000000,14,5752.57
6911938,0342P00109000000,2,1303.08
6911939,0342P00133000000,1,214.74
6911940,0342P00135000000,14,15691.52
6911941,0342P00157000000,1,877.16
6911942,0342P00185000000,1,484.95
6911943,0342P00188000000,1,352.8
6911944,0342P00194000000,4,4989.7
6911945,0342P00214000000,106,848.86
6911946,0342P00262000000,1,590
6911947,0342P00271000000,2,1327.94
6911948,0342P00320000000,1,2120.25
6911949,0342P00328000000,1,1095.76
6911950,0342P00345000000,9,8080.9
6911951,0342P00347000000,1,1245.52
6911952,0342R00001000000,1,1790.9
6911953,0342R00014000000,19,17928.81
6911954,0342R00019000000,1,1492.74
6911955,0342R00021000000,5,3234.86
6911956,0342R00024000000,1,1396.44
6911957,0342R00033000000,2,1146.74
6911958,0342R00109000000,1,1738.42
6911959,0342R00126000000,2,1545
6911960,0342R00151000000,11,23159.3
6911961,0342R00198000000,4,6680.8
6911962,0342R00209000000,9,13336.66
6911963,0342R00243000000,5,5219.82
6911964,0342R00251000000,1,66.22
6911965,0342R00286000000,12,13869.48
6911966,0342R00317000000,1,1114.33
6911967,0342R00344000000,2,4756.18
6911968,0342R00378000000,1,1282.5
6911969,0342S00019000000,4,2868.48
6911970,0342S00036000000,1,59.91
6911971,0342S00038000000,25,7775.64
6911972,0342S00054000000,14,12780.11
6911973,0342S00067000000,15,4897.81
6911974,0342S00069000000,1,142.37
6911975,0342S00099000000,5,2653.19
6911976,0342S00105000000,1,2026.3
6911977,0342S00189000000,4,3879.03
6911978,0342S00268000000,1,484.72
6911979,0343A00123000000,15,357.49
6911980,0343A00316000000,2,340
6911981,0343C00104000000,37,14610.53
6911982,0343C00248000000,45,2493.53
6911983,0343C00359000000,65,58.23
6911984,0343F00038000000,9,2774.67
6911985,0343F00045000000,14,8275.16
6911986,0343F00271000000,10,6075.76
6911987,0343F00324000000,1,2702.62
6911988,0343L00094000000,74,3260.59
6911989,0343L00101000000,15,5638.67
6911990,0343L00221000000,94,3219.71
6911991,0343M00018000000,71,3431.58
6911992,0343M00020000000,3,1142.91
6911993,0343M00105000000,17,4251.95
6911994,0343M00135000000,71,73.06
6911995,0343M00150000000,85,12297.35
6911996,0343N00021000000,1,17.43
6911997,0343N00067000000,3,782.97
6911998,0343N00106000000,1,124.3
6911999,0343N00131000000,7,6019.71
6912000,0343N00135000000,3,3.52
6912001,0343N00169000000,2,608.64
6912002,0343N00170000000,60,1139.48
6912003,0343N00176000000,1,658.6
6912004,0343N00184000000,48,4646.35
6912005,0343N00192000000,5,3432.95
6912006,0343N00209000000,1,119.89
6912007,0343N00217000000,112,2127.06
6912008,0343N00269000000,1,86.8
6912009,0343N00311000000,1,19.37
6912010,0343N00500000000,3,7.04
6912011,0343S00350000000,1,41.63
6912012,0343S00398000000,1,28
6912013,0343S00398000001,1,61.91
6912014,0344A00052000000,1,1070.91
6912015,0344M00072000000,45,779.24
6912016,0344N00005000000,1,9.25
6912017,0344N00011000000,77,13195.37
6912018,0344N00028000000,141,16371.8
6912019,0344N00075000000,1,12.34
6912020,0344P00045000000,71,7607.74
6912021,0344P00048000000,85,6752.85
6912022,0344P00062000000,88,17942.74
6912023,0344P00062000100,103,18056.3
6912024,0344P00118000000,18,5035.93
6912025,0344P00177000000,119,10444.04
6912026,0344P00210000000,103,15613.52
6912027,0344P00621000000,9,2055.2
6912028,0344R00010000000,4,355.2
6912029,0344S00015000000,47,1782.18
6912030,0344S00024000000,48,2854.85
6912031,0344S00028000000,48,1793.86
6912032,0344S00033000000,20,1532.26
6912033,0344S00049000000,62,7955.19
6912034,0344S00187000000,88,6088.41
6912035,0344S00265000000,48,2182.21
6912036,0344S00280000000,45,461.88
6912037,0345F00052000000,86,28788.92
6912038,0345G00100070100,3,192.75
6912039,0345G00100070500,3,192.75
6912040,0345G00100070700,3,192.75
6912041,0345G00100070800,3,192.75
6912042,0345G00100070900,3,192.75
6912043,0345G00100071000,3,192.75
6912044,0345G00100071100,3,192.75
6912045,0345J00048000000,1,104.06
6912046,0345J00054000000,1,925.9
6912047,0345J00078000000,65,3269.57
6912048,0345J00084000000,91,6739.96
6912049,0345J00090000000,65,3071.52
6912050,0345K00085000000,77,6493.58
6912051,0345K00105000000,142,19236.46
6912052,0345L00157000000,1,1775.35
6912053,0345L00310000000,1,150
6912054,0345N00011000000,113,12735.25
6912055,0345N00027000000,68,6783.36
6912056,0345N00030000000,5,720.74
6912057,0345N00036000000,4,5127.27
6912058,0345N00040000000,1,172.22
6912059,0345N00051000000,6,2528.15
6912060,0345N00061000000,4,29.61
6912061,0345N00305000000,110,7369.25
6912062,0345P00345000000,9,6479.18
6912063,0345R00062000000,13,101.14
6912064,0345S00115000000,3,158.8
6912065,0346L00016000000,6,12626.88
6912066,0346L00901000000,1,380
6912067,0346R00092000000,3,7351.19
6912068,0346S00008000000,4,1977.12
6912069,0347A00147000000,1,1768.23
6912070,0347A00189000000,1,103.5
6912071,0347B00006000000,1,1099.54
6912072,0347B00050000000,2,2559.39
6912073,0347P00077000000,2,745.92
6912074,0347P00328000000,9,10508.18
6912075,0347P00342000000,6,5627.38
6912076,0348A00078000000,1,37.52
6912077,0348B00062000000,4,11173.83
6912078,0348B00064000000,1,2857.09
6912079,0348E00100000000,1,1190.32
6912080,0348F00024000000,1,1802.92
6912081,0348F00048000000,1,552.83
6912082,0348F00056000000,1,549.68
6912083,0348H00117000000,1,140.65
6912084,0348P00045000000,58,1499.81
6912085,0348R00019000000,4,2831.3
6912086,0348S00249000000,1,4692
6912087,0349C00124000000,67,268.44
6912088,0349C00130000000,82,8956.6
6912089,0349C00138000000,63,9138.69
6912090,0349C00150000000,4,7201.15
6912091,0349D00006000000,2,2105.19
6912092,0349D00115000000,2,604.8
6912093,0349D00145000000,105,21976.8
6912094,0349F00128000000,6,8345.86
6912095,0349G00128000000,52,337.77
6912096,0349G00195000000,1,475.46
6912097,0349H00030000000,1,346.41
6912098,0349H00181000000,1,1740.26
6912099,0349H00239000000,3,5855.53
6912100,0349K00020000000,2,1074.47
6912101,0349M00093000000,1,2380.62
6912102,0349M00117000000,67,135.29
6912103,0349M00120000000,67,135.29
6912104,0349M00122000000,69,200.19
6912105,0349M00154000000,44,8955.64
6912106,0349P00050000000,13,12683.99
6912107,0349P00053000000,15,4784.42
6912108,0349R00006000000,3,1740.29
6912109,0349R00019000000,1,23.65
6912110,0349S00050000000,22,156.49
6912111,0350A00033000000,53,168.21
6912112,0350A00035000000,1,9.46
6912113,0350A00037000000,30,145.8
6912114,0350A00051000000,90,634.31
6912115,0350A00083000000,72,100.06
6912116,0350A00085000000,84,124.91
6912117,0350A00087000000,84,124.91
6912118,0350A00095000000,81,117.16
6912119,0350A00097000000,6,27.75
6912120,0350A00098000000,44,97.76
6912121,0350A00100000000,84,118.7
6912122,0350A00140000000,84,118.7
6912123,0350A00150000000,2,17.64
6912124,0350A00192000000,98,6753.27
6912125,0350A00196000000,63,7123.18
6912126,0350A00197000000,51,151.97
6912127,0350A00198000000,79,116.12
6912128,0350A00199000000,39,93.8
6912129,0350A00200000000,80,116.53
6912130,0350A00201000000,84,104.29
6912131,0350A00202000000,49,101.1
6912132,0350A00203000000,57,105.48
6912133,0350A00204000000,8,36.19
6912134,0350A00206000000,45,429.92
6912135,0350A00207000000,45,66.36
6912136,0350A00208000000,44,65.26
6912137,0350A00214000000,84,112.49
6912138,0350A00215000000,82,117.72
6912139,0350A00216000000,50,101.65
6912140,0350A00217000000,81,117.06
6912141,0350A00218000000,53,262.59
6912142,0350A00219000000,2,9.46
6912143,0350A00220000000,84,118.7
6912144,0350A00221000000,56,104.95
6912145,0350A00223000000,73,224.55
6912146,0350A00225000000,74,2474.72
6912147,0350A00300000000,62,3863.29
6912148,0350C00033000000,25,6814.85
6912149,0350C00037000000,2,1944.38
6912150,0350C00058000000,26,11213.18
6912151,0350C00128000000,1,417.19
6912152,0350C00203000000,1,1615.48
6912153,0350D00345000000,111,19225.52
6912154,0350D00348000000,1,2930.55
6912155,0350E00044000000,59,419.61
6912156,0350E00067000000,67,886.52
6912157,0350E00105000000,3,4457.08
6912158,0350E00160000000,13,53087.34
6912159,0350J00079000000,54,613.76
6912160,0350J00083000000,25,216.42
6912161,0350J00094000000,83,140.03
6912162,0350J00095000000,77,134.92
6912163,0350J00096000000,78,134.74
6912164,0350J00097000000,22,93.15
6912165,0350J00098000000,25,98.64
6912166,0350J00113000000,1,2248.81
6912167,0350J00300000000,82,14112.94
6912168,0350L00014000000,6,18424.59
6912169,0350L00177000000,14,2208.9
6912170,0350L00179000000,14,2208.9
6912171,0350L00208000000,2,2582.19
6912172,0350M00199000000,2,3982.27
6912173,0350M00204000000,5,6.38
6912174,0350N00014000000,56,334.69
6912175,0350N00020000000,44,234.48
6912176,0350N00022000000,82,136.36
6912177,0350N00024000000,15,82.87
6912178,0350N00026000000,80,135.3
6912179,0350N00028000000,22,120.26
6912180,0350N00030000000,57,175.73
6912181,0350N00034000000,36,208.1
6912182,0350R00018000000,7,65.85
6912183,0350R00020000000,97,7937.91
6912184,0350R00069000000,70,613.97
6912185,0350R00142000000,37,15355.31
6912186,0350R00192000000,8,4936.11
6912187,0350R00223000000,2,1512.19
6912188,0350R00253000000,1,566.65
6912189,0350S00036000000,4,12255.38
6912190,0350S00056000000,7,18810.92
6912191,0350S00073000000,2,2893.8
6912192,0350S00130000000,4,24.8
6912193,0350S00188000000,7,7273.83
6912194,0350S00228000000,6,4665.58
6912195,0350S00249000000,1,2497.04
6912196,0350S00252000000,1,2487.6
6912197,0350S00309000000,3,5250.09
6912198,0350S00310000000,9,1340.64
6912199,0350S00311000000,8,11532.95
6912200,0351B00194000000,11,140.48
6912201,0351B00351000000,1,243.64
6912202,0351C00101000000,1,950.23
6912203,0351C00232000000,9,5488.44
6912204,0351C00253000000,2,677.88
6912205,0351C00256000000,2,1981.01
6912206,0351C00326000000,5,3491.16
6912207,0351D00196000000,1,243.71
6912208,0351D00288000000,1,243.81
6912209,0351E00210000000,87,22270.83
6912210,0351F00280000000,1,255.75
6912211,0351H00059000000,60,8276.75
6912212,0351J00098000000,6,244.78
6912213,0351J00102000000,72,6410.31
6912214,0351J00230000000,9,272.17
6912215,0351L00165000000,1,1607.48
6912216,0351L00284000000,16,168.48
6912217,0351L00371000000,2,3461.29
6912218,0351L00375000000,2,3298.02
6912219,0351M00174000000,2,750.43
6912220,0351M00248000000,1,303.21
6912221,0351M00293000000,5,5645.91
6912222,0351M00340000000,33,6781.74
6912223,0351N00090000000,1,2221.57
6912224,0351N00109000000,1,342.37
6912225,0351N00136000000,10,11346.38
6912226,0351N00141000000,7,10695.22
6912227,0351P00020000000,2,2745.6
6912228,0351R00027000000,5,6393.49
6912229,0351R00076000000,89,8547.34
6912230,0351R00108000000,1,85.14
6912231,0351R00228000000,2,2276.74
6912232,0351R00279000000,81,173.62
6912233,0351R00387000000,90,9988.25
6912234,0351S00172000000,60,9890.9
6912235,0351S00202000000,60,10750.22
6912236,0351S00356000000,71,14186.85
6912237,0351S00361000000,81,5321.9
6912238,0352B00018000000,33,808.96
6912239,0352B00022000000,4,28955.3
6912240,0352B00094000000,97,37564.22
6912241,0352C00112000000,6,10468.37
6912242,0352G00056000000,1,543.95
6912243,0352G00058000000,22,270.33
6912244,0352H00302000000,4,9708.6
6912245,0352J00400000000,7,22.34
6912246,0352L00006000000,5,3231.57
6912247,0352M00006000000,2,462.81
6912248,0352N00051000000,1,13.72
6912249,0352N00053000000,1,13.72
6912250,0352N00083000000,1,271.08
6912251,0352N00087000000,20,3952.14
6912252,0352N00141000000,10,3514.83
6912253,0352N00192000000,3,7260.97
6912254,0352P00180000000,1,414.28
6912255,0352R00226000000,24,341.8
6912256,0352R00245000000,29,3352.65
6912257,0352S00191000000,1,2079.74
6912258,0353A00088000000,1,504.09
6912259,0353A00197000000,1,1957.52
6912260,0353B00193000000,45,138.22
6912261,0353B00296000000,1,418.82
6912262,0353C00040000000,14,10468.07
6912263,0353C00044000000,1,2062.91
6912264,0353C00247000002,86,12010.42
6912265,0353D00036000000,1,4210.31
6912266,0353D00160000000,37,98.47
6912267,0353D00210000000,1,3636.65
6912268,0353D00267000000,6,18234.01
6912269,0353E00398000000,56,513.26
6912270,0353F00188000000,1,4413.47
6912271,0353G00187000000,53,1027.96
6912272,0353H00060000000,1,2059.73
6912273,0353H00148000000,4,9887.25
6912274,0353H00176000000,1,1183.53
6912275,0353K00122000000,80,228.43
6912276,0353K00130000000,1,281.61
6912277,0353L00050000000,1,117.96
6912278,0353L00263000000,2,1135.65
6912279,0353M00004000000,5,4275.78
6912280,0353M00014000000,24,306.17
6912281,0353M00083000000,1,2688.12
6912282,0353M00091000000,1,788.32
6912283,0353M00160000000,1,134.6
6912284,0353M00179000000,4,5290.28
6912285,0353N00018000000,1,511.56
6912286,0353N00180000000,1,159.3
6912287,0353P00093000000,5,2342.07
6912288,0353P00121000000,1,27
6912289,0353P00189000000,5,9797.62
6912290,0353S00159000000,2,640.41
6912291,0353S00195000000,12,11172.32
6912292,0353S00218000000,2,965.16
6912293,0354A00140000000,1,3546.6
6912294,0354B00101000000,2,8861.85
6912295,0354B00212000000,1,3.94
6912296,0354C00012000000,4,8071.01
6912297,0354C00060000000,1,3.77
6912298,0354C00196000000,2,111.25
6912299,0354D00185000000,1,3452.13
6912300,0354D00212000000,57,6832.49
6912301,0354E00090000000,3,7768.52
6912302,0354E00118000000,1,96.67
6912303,0354E00163000000,8,10701.46
6912304,0354F00061000000,1,894.21
6912305,0354H00103000000,1,1653.87
6912306,0354H00109000000,2,2256.1
6912307,0354J00192000000,1,576.53
6912308,0354J00258000000,1,629.25
6912309,0354K00037000000,1,100.6
6912310,0354L00150000000,40,4395.31
6912311,0354M00024000000,3,5217.29
6912312,0354M00156000000,10,14091.83
6912313,0354M00191000000,2,1424.87
6912314,0354N00024000000,3,386.6
6912315,0354N00198000000,1,2033.15
6912316,0354P00230000000,2,3481.7
6912317,0354P00268000000,4,11342.76
6912318,0354R00055000000,17,8050.96
6912319,0354R00070000000,1,2.29
6912320,0354R00078000000,4,5785.97
6912321,0354S00010000000,83,11897.36
6912322,0354S00042000000,1,101.77
6912323,0355A00005000000,1,15.44
6912324,0355A00159000000,10,31234.19
6912325,0355D00088000000,1,6489.95
6912326,0355D00220000000,2,44.74
6912327,0355D00275000000,118,9805.67
6912328,0355E00210000000,4,12585.48
6912329,0355E00216000000,3,716.15
6912330,0355F00105000000,14,21457.14
6912331,0355H00010000000,5,6791.1
6912332,0355H00012000000,1,4286.4
6912333,0355H00038000000,1,22.7
6912334,0355H00040000000,3,3652.89
6912335,0355H00226000000,49,507.73
6912336,0355H00230000000,1,2.1
6912337,0355H00256000000,1,3507.27
6912338,0355H00259000000,2,8556.29
6912339,0355H00345000000,1,2488.14
6912340,0355J00093000000,1,3352.07
6912341,0355J00251000000,4,3248.5
6912342,0355K00114000000,60,2777.43
6912343,0355K00189000000,83,4483.68
6912344,0355L00008000000,1,3291.28
6912345,0355L00044000000,1,950.84
6912346,0355L00161000000,1,234.36
6912347,0355L00223000000,10,15782.25
6912348,0355M00004000000,1,828.8
6912349,0355M00024000000,1,564.33
6912350,0355M00047000000,25,30633.99
6912351,0355M00059000000,2,208.79
6912352,0355M00155000000,1,8121.6
6912353,0355M00185000000,5,468.98
6912354,0355M00220000000,102,41914.27
6912355,0355N00015000000,1,8.38
6912356,0355N00045000000,4,4183.48
6912357,0355P00087000000,1,136.22
6912358,0355P00170000000,9,15755.75
6912359,0355P00177000000,91,21952.42
6912360,0355P00193000000,1,2730.26
6912361,0355P00221000000,4,17169.47
6912362,0355P00280000000,2,1440.16
6912363,0355R00020000000,1,1491.92
6912364,0355R00134000000,1,3510.13
6912365,0355R00201000000,1,2853.99
6912366,0355R00212000000,2,1925.82
6912367,0355R00243000000,4,6815.85
6912368,0355R00270000000,1,1000.69
6912369,0355R00301000000,12,21704.24
6912370,0355S00111000000,3,4229.35
6912371,0355S00139000000,4,4750.62
6912372,0355S00202000000,4,11329.62
6912373,0355S00228000000,3,7703.45
6912374,0356C00151000000,32,16651.34
6912375,0356E00045000000,33,9167.03
6912376,0356E00048000000,1,245.7
6912377,0356E00058000000,37,16165.36
6912378,0356E00062000000,2,192.85
6912379,0356E00066000000,1,23.45
6912380,0356E00070000000,3,36
6912381,0356E00073000000,1,63.32
6912382,0356E00078000000,1,261.05
6912383,0356E00092000000,1,198.11
6912384,0356E00115000000,101,553.45
6912385,0356E00124000000,72,837.66
6912386,0356E00125000000,101,553.45
6912387,0356E00128000000,1,46.43
6912388,0356E00130000000,38,9670.79
6912389,0356E00132000000,25,1162.68
6912390,0356E00134000000,1,23.45
6912391,0356E00137000000,1,242.19
6912392,0356E00145000000,1,217.24
6912393,0356E00154000000,1,1719.94
6912394,0356E00178000000,2,4555.26
6912395,0356E00192000000,1,191.91
6912396,0356E00200000000,41,186.3
6912397,0356E00207000000,1,195.29
6912398,0356E00209000000,1,4.69
6912399,0356E00249000000,44,17666.02
6912400,0356E00254000000,136,23748.22
6912401,0356E00258000000,171,30967.25
6912402,0356E00298000000,1,1791.98
6912403,0356E00315000000,1,236.25
6912404,0356E00333000000,12,16755.68
6912405,0356F00025000000,83,55863.79
6912406,0356G00070000000,1,85.14
6912407,0356J00006000000,127,22135.52
6912408,0356J00014000000,1,29.08
6912409,0356J00018000000,1,42.21
6912410,0356J00028000000,33,26804.75
6912411,0356J00032000000,38,18363.91
6912412,0356J00036000000,88,948.04
6912413,0356J00044000000,6,9835.47
6912414,0356J00048000000,4,7821.19
6912415,0356J00051000000,19,408.68
6912416,0356J00053000000,1,29.08
6912417,0356J00140000000,1,437.19
6912418,0356J00170000000,1,35.6
6912419,0356J00235000000,13,2937
6912420,0356K00028000000,101,1052.02
6912421,0356K00150000000,74,21467.96
6912422,0356L00100000000,6,826.36
6912423,0356L00150000000,4,1924.13
6912424,0356M00030000000,2,167.2
6912425,0356M00060000000,1,1653.77
6912426,0356M00090000000,90,21534.94
6912427,0356M00128000000,1,671.86
6912428,0356N00075000000,1,30796.26
6912429,0356N00175000100,1,2200
6912430,0356P00297000000,4,536.11
6912431,0356S00200000000,1,258.75
6912432,0357C00095000000,1,219
6912433,0357C00201000000,2,10663.02
6912434,0357G00100070500,1,10269.78
6912435,0357G00106000000,5,760.37
6912436,0357H02213000000,3,2603.9
6912437,0357H02214000000,3,2603.9
6912438,0357H02215000000,3,2603.9
6912439,0357J00020000000,2,666.86
6912440,0357K00010000000,2,48.02
6912441,0357K00020000000,2,234.5
6912442,0357K00035000000,77,948.84
6912443,0357K00114000000,5,5519.46
6912444,0357L00080000000,6,16623.78
6912445,0358A00175000000,60,21643.23
6912446,0358E00052010600,1,860.16
6912447,0358F00025000000,2,374.44
6912448,0358G00275000000,1,385
6912449,0358J00112000000,1,341.21
6912450,0358K00280000000,5,779.66
6912451,0358K00395000000,56,16740.62
6912452,0359D00040000000,1,2642.75
6912453,0360H00150000000,13,3481.96
6912454,0361A00341000000,3,560.5
6912455,0361C00141000000,1,10.91
6912456,0361D00014000000,81,2885.28
6912457,0361D00030000000,9,3344.11
6912458,0361D00034000000,38,9115.6
6912459,0361H00038000000,1,466.2
6912460,0361H00040000000,1,72.51
6912461,0361H00048000000,9,3791.59
6912462,0361H00052000000,12,2582.67
6912463,0361H00200000000,1,6.57
6912464,0361M00024000000,2,975.35
6912465,0361M00030000000,12,3641.73
6912466,0361M00034000000,2,211.18
6912467,0361M00036000000,1,7.69
6912468,0361M00047000000,83,146.72
6912469,0361P00071000000,14,32.98
6912470,0361P00224000000,1,4264.09
6912471,0361S00036000000,35,19.14
6912472,0362A00021000000,35,8326.72
6912473,0362A00022000000,1,98.05
6912474,0362A00023000000,35,7060.23
6912475,0362C00015000000,3,8482.15
6912476,0362C00041000000,1,118.81
6912477,0362C00060000000,12,2749.48
6912478,0362C00063000000,10,21988.52
6912479,0362C00066000000,10,14848.66
6912480,0362D00168000000,56,22888.12
6912481,0362D00262000000,4,946.99
6912482,0362D00263000000,2,502.09
6912483,0362D00399000000,1,581.44
6912484,0362D00399000001,10,4123.69
6912485,0362D39901000000,2,990.42
6912486,0362F00042000000,3,6008.15
6912487,0362F00087000000,4,288
6912488,0362F00096000000,3,358.82
6912489,0362F00101000000,5,2597.16
6912490,0362F00111000000,1,473.8
6912491,0362F00152000000,4,7039
6912492,0362F00268000000,1,210.64
6912493,0362F00304000000,1,1262.24
6912494,0362G00026000000,1,30.28
6912495,0362G00065000000,4,647.55
6912496,0362G00119000000,1,103
6912497,0362G00151000000,2,3851.38
6912498,0362G00264000000,1,493.53
6912499,0362G00279000000,1,130.15
6912500,0362G00319000000,1,1918.11
6912501,0362G00321000000,4,10712.1
6912502,0362G00336000000,1,1042.72
6912503,0362G00360000000,1,1050.5
6912504,0362H00118000000,1,796.54
6912505,0362H00152000000,1,3434
6912506,0362H00156000000,1,985.95
6912507,0362K00066000000,1,574.81
6912508,0362K00114000000,1,106.23
6912509,0362K00181000001,2,2900.9
6912510,0362L00006000000,7,8980.58
6912511,0362L00127000000,1,1971.13
6912512,0362L00192000000,1,719.43
6912513,0362L00249000000,2,1975.96
6912514,0362L00283000000,1,2811.14
6912515,0362L00296000000,6,9480.06
6912516,0362L00311000000,2,1493.21
6912517,0362L00325000000,49,120.47
6912518,0362L00334000000,59,137.18
6912519,0362L00340000000,8,27581
6912520,0362L00352000000,4,4621.63
6912521,0362L00359000000,1,1657.69
6912522,0362L00386000000,3,5.67
6912523,0362L00397000000,3,17.04
6912524,0362M00093000000,1,11887.04
6912525,0362M00205000000,1,201.5
6912526,0362N00068000000,2,484
6912527,0362N0009200T100,1,3551.08
6912528,0362N00114000000,1,8226.9
6912529,0362N00118000000,1,1080.86
6912530,0362N00194000000,3,5923.73
6912531,0362N00233000000,1,1238.96
6912532,0362P00154000000,1,1635.4
6912533,0362P00220000000,3,1366.5
6912534,0362P00302000000,1,7.2
6912535,0362P00380000000,22,217.14
6912536,0362R00005000000,3,3478.61
6912537,0362R00019000000,2,785.7
6912538,0362R00042000000,76,349.65
6912539,0362R00043000000,79,415.43
6912540,0362R00044000000,30,148.26
6912541,0362R00049000000,2,2876.87
6912542,0362R00051000000,1,1773.86
6912543,0362R00090000000,2,372.96
6912544,0362R00204000000,9,1194.57
6912545,0362R00212000000,6,6663.78
6912546,0362R00283000000,1,2.74
6912547,0362R00291000000,2,814.14
6912548,0362R00338000000,2,2981.03
6912549,0362S00087000000,1,1871.86
6912550,0362S00118000000,1,17.94
6912551,0362S00212000000,2,1799.47
6912552,0362S00224000000,1,1429.22
6912553,0362S00229000000,3,340.55
6912554,0362S00301000000,11,3891.33
6912555,0362S00307000000,2,2862.91
6912556,0362S00319000000,8,12979.86
6912557,0362l00359000000,1,1680.8
6912558,0363B00194000000,1,607.21
6912559,0363B00373000000,1,6250.95
6912560,0363C00036000000,2,3127.31
6912561,0363C00045000000,11,16140.31
6912562,0363C00058000000,4,8191.11
6912563,0363C00075000000,1,44.46
6912564,0363C00083000000,87,13864.52
6912565,0363C00089000000,2,413.07
6912566,0363C00090000000,2,671.23
6912567,0363C00126000000,2,1137.87
6912568,0363C00151000000,2,5832.57
6912569,0363C00166021000,1,362.1
6912570,0363C00166030100,1,285
6912571,0363C00167000000,2,2318
6912572,0363C00226000000,1,1010
6912573,0363C00268000000,1,291.58
6912574,0363C00314000000,3,6875.76
6912575,0363D00033000000,2,2605.06
6912576,0363D00043000000,1,207.87
6912577,0363D00085000000,9,27950.02
6912578,0363D00122000000,1,195.7
6912579,0363D00142000000,2,5040.44
6912580,0363D00181000000,1,1110.13
6912581,0363D00222000000,1,9.37
6912582,0363D00224000000,1,296.54
6912583,0363D00227000000,1,108.79
6912584,0363E00007000000,1,2456.07
6912585,0363E00088000000,1,707
6912586,0363E00174000000,3,10402.71
6912587,0363E00224000000,1,2968.04
6912588,0363F00049000000,1,5.05
6912589,0363F00058000000,1,235.2
6912590,0363F00072000000,1,255.75
6912591,0363F00096000000,2,1616
6912592,0363F00097000000,1,30.75
6912593,0363F00221000000,1,342
6912594,0363F00248000000,94,11386.27
6912595,0363F00273000000,1,863.18
6912596,0363F00386000000,1,5.44
6912597,0363G00129000000,1,1449.35
6912598,0363G00142000000,31,19636.73
6912599,0363G00149000000,19,210.12
6912600,0363G00171000000,1,239.4
6912601,0363G00201000000,2,3316.03
6912602,0363G00245000000,7,13589.34
6912603,0363G00361000000,1,2937.01
6912604,0363G00381000000,1,279.6
6912605,0363H00129000000,3,1515.55
6912606,0363H00144000000,1,314.17
6912607,0363H00159000000,3,2386.24
6912608,0363H00162000000,1,1495.47
6912609,0363H00195000000,1,214.3
6912610,0363H00221000000,3,8861.12
6912611,0363H00253000000,1,3533.92
6912612,0363H00307000000,1,355.07
6912613,0363H00328000000,1,495.49
6912614,0363J00001000000,1,1176.15
6912615,0363J00061000000,1,1332.9
6912616,0363J00150000000,1,1098.91
6912617,0363J00309000000,1,800.02
6912618,0363J00313000000,1,618
6912619,0363J00327000000,27,255.59
6912620,0363K00193000000,1,565.17
6912621,0363L00097000000,1,3466.5
6912622,0363L00116000000,1,683.06
6912623,0363L00197000000,1,40.79
6912624,0363L00286000000,1,286.24
6912625,0363L00348000000,2,2141.62
6912626,0363L00357000000,1,353.5
6912627,0363M00147000000,1,529.2
6912628,0363M00174000000,4,17311.99
6912629,0363M00182000000,1,2091
6912630,0363M00230000000,6,4093.28
6912631,0363M00274000000,1,541.58
6912632,0363P00016000000,1,177.2
6912633,0363P00049000000,2,3485
6912634,0363P00062000000,1,15.33
6912635,0363P00074000000,1,430.91
6912636,0363P00076000000,11,11464.97
6912637,0363P00076000001,2,2641.82
6912638,0363P00083000000,1,463.08
6912639,0363P00123000000,1,1606.5
6912640,0363P00142000000,2,644.38
6912641,0363P00157000000,2,3477.16
6912642,0363P00222000000,1,7620.67
6912643,0363P00761000000,1,1187.18
6912644,0363R00049000000,71,27379.57
6912645,0363R00114000000,2,1854.73
6912646,0363R00115000000,35,14341.02
6912647,0363R00116000000,36,4874.56
6912648,0363R00141000000,2,47.3
6912649,0363R00168000000,14,4885.35
6912650,0363R00352000000,2,2033.62
6912651,0363S00190000000,3,488.65
6912652,0363S00197000000,18,8532.07
6912653,0363S00202000000,1,100.28
6912654,0363S00206000000,1,394.96
6912655,0363S00210000000,1,38.31
